Date 	"Opening Price
(TZS)"	"Closing Price
(TZS)"	High (TZS)	"Low
(TZS)"	"Turnover
(TZS)
"	"Number of 
deals"	"Outstanding
shares bids"	"Outstanding
Offers"	"Number of 
share 
traded
"	"Market Cap 
(TZS) 
Billions"
02/10/2014	340	340	340	330	197863650	27	172713	0	584405	740.02
03/10/2014	340	345	345	340	168932000	5	215303	0	489800	750.9
06/10/2014	350	350	350	350	25249000	17	351143	0	72140	761.79
07/10/2014	380	390	390	380	26324000	9	448830	0	67800	848.85
08/10/2014	410	415	415	405	231863800	18	1418490	0	559620	903.26
09/10/2014	420	415	430	415	1590980100	100	877523	0	3816715	903.26
10/10/2014	420	425	435	420	198881435	9	1823413	620	467954	925.03
13/10/2014	430	435	440	430	1212618200	35	1985243	10	2487580	946.79
15/10/2014	435	435	440	430	27691250	17	1085873	5	63910	946.79
16/10/2014	435	440	445	430	1149228710	130	1013.861	0	2611749	957.67
17/10/2014	440	450	460	440	700787580	48	718020	0	1561952	979.44
20/10/2014	460	465	470	460	39459800	17	700845	359000	84450	1012.09
21/10/2014	465	475	475	460	179372420	50	306226	0	378070	1033.85
22/10/2014	475	490	490	475	983002000	11	370036	5	2006320	1066.5
23/10/2014	490	495	500	475	410343550	55	697310	100200	828310	1077.38
24/10/2014	495	500	505	495	316443500	94	298656	2710	634510	1088.27
27/10/2014	510	510	515	500	279956250	57	550195	2710	548821	1110.03
28/10/2014	500	520	500	520	1656161750	95	78089	490	3305907	1088.27
29/10/2014	510	520	500	520	150942550	58	88319	167930	297409	1110.03
30/10/2014	510	520	495	520	230917700	72	17240	92350	451555	1110.03
31/10/2014	500	500	495	500	373384325	58	0	600830	747785	1088.27
03/11/2014	520	520	500	520	914443250	71	0	250004	1765105	1131.8
04/11/2014	520	520	500	520	1020829070	41	9	660441	1963976	1131.8
05/11/2014	515	520	500	520	708558520	68	1103	754730	1381980	1120.91
06/11/2014	520	520	500	520	555483400	40	1103	640000	1073040	1131.8
07/11/2014	510	520	500	520	102748730	93	1100	711410	200564	1110.03
10/11/2014	500	505	500	505	149644900	31	2380	705036	299284	1088.27
11/11/2014	500	500	500	500	610989500	29	57890	703510	1221979	1088.27
12/11/2014	505	510	500	510	1150791600	79	15733	678580	2269028	1099.15
13/11/2014	500	505	500	505	86752350	25	80388	681710	173485	1088.27
14/11/2014	510	510	500	510	106267900	18	35878	661600	209350	1110.03
17/11/2014	505	510	500	510	45148470	24	139498	1059571	89469	1099.15
18/11/2014	505	505	500	505	34792155	28	107768	999240	68901	1099.15
19/11/2014	500	505	500	505	42680975	39	28840	940005	85341	1088.27
20/11/2014	500	505	500	505	34840300	32	4042	1006340	69355	1088.27
21/11/2014	500	505	500	505	15905050	40	4640	423490	31810	1088.27
24/11/2014	500	500	500	500	3710000	32	4640	1053570	7420	1088.27
25/11/2014	500	500	500	500	6000000	25	604	927720	12000	1088.27
26/11/2014	500	500	495	500	401752650	41	702	543050	805255	1088.27
27/11/2014	500	500	500	500	3695500	21	1300	908000	7391	1088.27
28/11/2014	495	500	495	500	24264750	42	602	1513060	48860	1077.38
01/12/2014	495	500	495	500	353676150	70	622	939210	711770	1077.38
02/12/2014	495	500	495	500	55316125	26	605	921760	111725	1077.38
03/11/2014	495	495	490	495	30504085	21	8940	781570	61683	1077.38
04/12/2014	490	495	480	480	148766150	31	8340	888590	303910	1066.5
05/12/2014	480	490	470	490	39997350	25	1110	573640	82445	1044.74
08/12/2014	475	475	470	475	32384400	25	0	867840	68240	1033.85
10/12/2014	470	470	465	470	27562700	15	7130	3787790	58700	1022.97
11/11/2014	465	465	440	465	44614000	39	7250	3258350	96190	1012.09
12/12/2014	455	465	450	465	48895110	24	20050	3132101	107324	990.32
15/12/2014	450	450	440	450	17414990	26	0	3653586	38892	979.44
16/12/2014	440	445	440	445	90010940	28	0	3510543	204562	957.67
17/12/2014	440	450	435	450	5502245	16	0	453290	12518	957.67
18/12/2014	440	440	420	440	55822500	40	22576	554950	127360	957.67
19/12/2014	430	430	420	430	2059880	4	22330	550400	4796	935.91
22/12/2014	435	435	435	435	4339125	4	358325	337464	9975	946.79
23/12/2014	430	430	430	430	153686300	26	21384	422064	357410	935.91
24/12/2014	435	440	430	440	54749500	6	523594	312344	125170	946.79
29/12/2014	430	430	430	430	80020420	27	311060	182370	186094	935.91
30/12/2014	430	435	430		184280555	47	14080	294370	428101	935.91
31/12/2014	430	440	420	440	260964660	19	14160	116110	605082	935.91
02/01/2015	430	430	440	430	10499610	34	24774	137160	24357	935.91
05/01/2015	430	435	435	430	56529760	19	131454	12820	129966	946.79
06/01/2015	435	430	440	430	37130865	31	74564	12510	85965	935.91
07/01/2015	430	430	435	430	46897100	32	34602	27750	108920	935.91
08/01/2015	430	430	435	430	34685670	66	12020	24900	80664	935.91
09/01/2015	430	430	435	430	95738170	44	38720	13900	222519	935.91
13/01/2015	430	430	430	430	25950500	19	7760	30390	60350	935.91
14/01/2015	430	430	430	430	239124720	89	24570	4210	556104	935.91
15/01/2015	430	430	430	430	682820220	16	12588	0	1587954	935.91
16/01/2015	430	435	435	430	92497850	30	272749	0	213500	946.79
19/01/2015	435	435	440	435	134918600	12	298538	17500	310060	946.79
20/01/2015	435	435	440	435	10291700	11	280513	11930	23595	946.79
21/01/2015	435	435	440	435	103378815	24	285996	0	237249	946.79
22/01/2015	435	440	445	435	2964670	7	605424	19760	6702	957.67
23/01/2015	440	440	445	440	155392530	33	179737	18920	352207	957.67
26/01/2015	440	445	450	440	29353250	11	420083	8323	65425	968.56
27/01/2015	445	465	500	440	3134320	9	563873	46030	6713	1012.09
28/01/2015	465	455	455	450	51674800	14	490580	30663	113942	990.32
29/01/2015	455	455	475	450	58251560	24	307780	34910	127945	990.32
30/01/2015	455	460	470	460	69731200	14	264880	35690	151500	1001.2
02/02/2015	460	460	470	460	3893100	5	288990	42965	8430	1001.2
03/02/2015	460	475	475	460	11499200	31	249142	16767	24265	1033.85
04/02/2015	475	490	500	475	91210200	28	189685	8000	185612	1066.5
05/02/2015	490	500	500	470	18676785	24	253900	96066	37355	1088.27
06/02/2015	500	500	510	500	1226773500	62	126940	73390	2453544	1088.27
09/02/2015	500	500	500	500	414262500	76	170998	63280	828525	1088.27
10/02/2015	500	495	500	490	113537660	62	91403	67140	228602	1077.38
11/02/2015	495	495	500	490	20382900	11	50492	55190	41260	1077.38
12/01/2015	495	495	500	495	122765430	46	101080	14138	246824	1077.38
13/01/2015	495	495	495	495	128301030	22	101087	163110	259194	1077.38
16/02/2015	495	495	500	480	269816480	47	24982	625030	547165	1077.38
17/02/2015	495	490	495	490	22329325	27	1952	751270	45570	1066.5
18/02/2015	490	490	490	490	1819370	49	7	912890	3713	1066.5
19/02/2015	490	485	490	485	64108855	24	7	917597	132118	1055.62
20/02/2015	485	475	490	475	9667865	15	7	1041250	20353	1033.85
23/02/2015	475	450	475	450	11900435	14	8100	777360	26440	979.44
24/02/2015	450	440	450	430	40479200	28	39530	1088922	91628	957.67
25/02/2015	440	440	450	430	44919925	18	67971	1139871	101966	957.67
26/02/2015	440	425	430	400	43481480	15	51437	1379040	102076	925.03
27/02/2015	425	425	430	415	15991950	19	22392	1226200	37805	925.03
02/03/2015	425	400	445	400	92768610	41	1	1292440	231856	870.61
03/03/2015	400	400	410	390	185066250	45	69592	72480	462236	870.61
04/03/2015	400	395	400	390	35805205	36	154055	10890	90609	859.73
05/03/2015	395	400	400	395	4033610500	40	325740	1563710	10084402	870.61
06/03/2015	400	395	400	390	35805205	36	154055	10890	90609	859.73
09/03/2015	400	400	400	400	2348000	9	312473	1586830	5870	870.61
10/03/2015	400	400	400	400	2652136400	24	245081	1594110	6470341	870.61
11/03/2015	400	400	410	400	67212000	15	9154	1594110	167755	870.61
12/03/2015	400	400	405	400	750790025	28	134313	10400	1876975	870.61
13/03/2015	400	400	400	400	11292000	13	105718	10400	28230	870.61
16/03/2015	400	400	400	400	4077600	38	102000	247410	10194	870.61
17/03/2015	400	400	400	400	4424928000	22	295902	18000	11062320	870.61
18/03/2015	400	420	420	420	277200	1	311097	1562870	660	914.14
19/03/2015	420	400	420	400	24357400	9	196764	1556400	60570	870.61
20/03/2015	400	405	410	400	6374400	8	201063	1555810	15811	881.5
23/03/2015	405	400	420	400	5906900	3	226153	2544930	14750	870.61
24/03/2015	400	405	420	400	12279700	7	137349	2548190	30270	881.5
25/03/2015	405	405	420	400	62196250	47	17394	1036000	154290	881.5
26/03/2015	405	400	405	400	13916405	34	0	1063000	34791	870.61
27/03/2015	400	400	400	400	8524000	25	2	2595450	21310	870.61
30/03/2015	400	400	400	400	1756000	6	0	1609930	4390	870.61
31/03/2015	400	400	400	400	992000	8	6	1610350	2480	870.61
01/04/2015	400	400	400	395	7303750	22	0	1623913	18350	870.61
02/04/2015	400	400	400	400	1899410000	51	77090	21720	4748525	870.61
08/04/2015	400	400	400	400	8620800	4	203124	20000	21552	870.61
09/04/2015	400	400	420	400	14830750	17	157580	28220	36998	870.61
10/04/2015	400	405	420	400	6361090	15	229262	27900	15666	881.5
13/04/2015	405	410	420	410	9686800	7	300295	501726	23580	892.38
14/04/2015	410	440	455	405	40293275	12	243625	451930	91805	957.67
15/04/2015	440	420	440	405	22938050	21	249004	585435	54570	914.14
16/04/2015	420	415	440	405	26237360	25	210025	488692	62847	903.26
17/04/2015	415	415	420	410	3032675	9	199900	484942	7280	903.26
20/04/2015	415	420	420	420	41651400	34	135330	465532	99170	914.14
21/04/2015	420	415	420	400	8337955	32	160950	27102	20104	903.26
22/04/2015	415	415	420	405	4589355	19	69295	45903	11105	903.26
23/04/2015	415	420	420	410	30817850	20	184745	264825	73645	914.14
24/04/2015	420	415	420	415	50220960	17	417318	267708	121003	903.26
27/04/2015	415	415	420	410	55526090	29	359957	269498	133839	903.26
28/04/2015	415	415	420	410	543478960	35	304292	218776	1308998	903.26
29/04/2015	415	410	415	410	24526355	20	270940	216291	59492	892.38
30/04/2015	410	415	415	415	116768550	23	163530	0	281370	903.26
04/05/2015	415	420	420	420	247800	2	389284	277885	590	914.14
05/05/2015	420	415	420	415	2556016790	39	375909	285870	6086787	903.26
06/05/2015	415	420	420	415	5497373885	22	369590	271021	13124829	914.14
07/05/2015	420	415	420	410	3863783575	28	118407	221023	9202310	903.26
08/05/2015	415	420	420	415	13441245	3	155198	221023	32003	914.14
11/05/2015	420	420	420	415	5957860	18	126364	203600	14233	914.14
12/05/2015	420	420	420	415	494234975	48	38523	62000	1176750	914.14
13/05/2015	420	420	420	415	147468275	26	78111	261600	351115	914.14
14/05/2015	420	420	420	415	323419735	19	60250	261600	770047	914.14
15/05/2015	420	420	420	420	33209820	20	312187	261600	79071	914.14
18/05/2015	420	420	430	420	1916500	4	335747	1053500	4550	914.14
19/05/2015	420	420	430	420	31939470	15	99632	993850	75964	914.14
20/05/2015	420	420	425	420	154901110	39	508401	819050	368798	914.14
21/05/2015	420	420	420	420	66942120	11	667725	819050	159386	914.14
22/05/2015	420	425	430	420	178895730	17	850851	1626070	421749	925.03
25/05/2015	425	420	425	420	8763145	24	1451440	916020	20750	914.14
26/05/2015	420	420	425	420	58387400	28	1560854	952020	138340	914.14
27/05/2015	420	425	425	420	334887910	44	1317249	11900	790293	925.03
28/05/2015	425	425	430	425	4937700	13	2424192	4451	11552	925.03
29/05/2015	425	430	430	420	14348050	18	2267876	0	33426	935.91
01/06/2015	430	435	435	430	692520	5	2704474	302000	1599	946.79
02/06/2015	435	430	430	425	69890025	24	1666570	2000	162535	935.91
03/06/2015	430	430	440	430	35380700	30	1276299	26470	82090	935.91
04/06/2015	430	435	460	430	6393950	15	1008679	123120	14660	946.79
05/06/2015	435	440	440	435	39145835	26	1463763	892458	89155	957.67
08/06/2015	440	440	440	440	1610840	6	1454336	806050	3661	957.67
09/06/2015	440	440	445	440	978166000	26	1921256	806050	2223025	957.67
10/06/2015	440	445	445	445	7249050	8	1907715	813159	16290	968.56
11/06/2015	445	450	450	445	75057210	50	1909904	872881	166794	979.44
12/06/2015	450	455	455	450	15307300	16	1493333	131750	33762	990.32
15/06/2015	455	450	455	450	7202500	10	1043911	159750	16000	979.44
16/06/2015	450	455	455	450	39494695	41	1009030	32571	87154	990.32
17/06/2015	455	455	455	455	59318350	20	1007922	40216	130370	990.32
18/06/2105	455	455	460	450	21317180	34	45990	3000	46854	990.32
19/06/2015	455	455	455	450	300449900	16	12546	3000	661600	990.32
22/06/2015	455	440	455	430	10861530	28	11	197030	24605	957.67
23/06/2015	440	430	450	420	2247998680	76	7	417963	5169875	935.91
24/06/2015	430	420	420	420	5245800	6	7	408343	12490	914.14
25/06/2015	420	420	430	420	155694070	26	0	516093	370700	914.14
26/06/2015	420	420	420	420	1512000	10	283	1614393	3600	914.14
29/06/2015	420	410	420	410	1010800	10	2662	2195328	2465	892.38
30/06/2015	410	400	410	400	263408310	53	4	1189455	658130	870.61
01/07/2015	400	410	410	400	1714987850	23	0	0	4184700	892.38
02/06/2015	410	400	405	400	1360829750	25	4722	464500	3327062	870.61
03/07/2015	400	410	410	400	1551042190	30	27452	438280	3785459	892.38
06/07/2015	410	400	410	400	148671740	29	50401	128900	371679	870.61
08/07/2015	400	400	410	400	5468010	17	129727	150390	13670	870.61
09/07/2015	400	405	410	400	32514900	22	256222	158430	80671	881.5
10/07/2015	405	400	405	400	64294000	29	216987	561430	160535	870.61
13/07/2015	400	400	400	400	2834269700	32	100007	80000	6921900	870.61
14/07/2015	400	400	400	400	307200000	32	100648	80000	768000	870.61
15/07/2015	400	400	405	400	164554320	35	96927	160460	411379	870.61
16/07/2015	400	400	405	400	75392950	29	157440	80460	188477	870.61
17/07/2015	400	400	410	400	65564850	26	101335	114080	163700	870.61
20/07/2015	400	400	405	400	69821815	52	10310	173720	174550	870.61
21/07/2015	400	400	405	400	57278150	18	10310	221007	143120	870.61
22/07/2015	400	400	400	390	909757300	26	17157	45690	2278385	870.61
23/07/2015	400	400	400	395	9504350	19	2	325590	23775	870.61
24/07/2015	400	400	400	400	7240000	8	45791	294450	18100	870.61
27/07/2015	400	395	400	395	24788300	44	89981	356240	62612	859.73
28/07/2015	395	395	400	395	50656970	59	10390	369372	128138	859.73
29/07/2015	395	395	400	395	121722700	21	55115	268020	308117	859.73
30/07/2015	395	395	400	395	21634400	14	19155	131900	54730	859.73
31/07/2015	395	395	400	395	68759775	16	0	0	174075	859.73
03/08/2015	395	390	395	390	24428230	24	5601	193620	62614	848.85
04/08/2015	390	395	395	380	15292280	15	3210865	731516	38776	859.73
05/08/2015	395	400	400	395	410511970	87	164432	36000	1026477	870.61
06/08/2015	400	400	400	395	40917975	16	115063	129040	102295	870.61
07/08/2015	400	400	400	400	6501600	5	175510	93040	16254	870.61
10/08/2015	400	405	405	400	2250400	8	173571	146465	5576	881.5
11/08/2015	405	400	405	400	64300175	57	114217	93040	160569	870.61
12/08/2015	400	400	400	400	246681600	31	47201	100240	616704	870.61
13/08/2015	400	405	405	400	1255750	6	1047417	107200	3105	881.5
14/08/2015	405	405	405	400	129913600	94	1050890	61200	321765	881.5
17/08/2015	405	400	405	400	49842190	27	990390	52420	123893	870.61
18/08/2015	400	400	405	400	93333755	49	723864	13040	233291	870.61
19/08/2015	400	450	450	400	60787400	12	1608456	13020	151826	979.44
20/08/2015	450	405	405	405	2655990	12	1177360	49320	6558	881.5
21/08/2015	405	405	405	400	23048265	18	1351598	61942	56923	881.5
24/08/2015	405	405	410	405	754638085	20	2013014	49020	1863077	881.5
25/08/2015	405	400	405	400	2277691715	88	2003	157400	5688251	870.61
26/08/2015	400	400	405	400	65241025	25	118769	126503	162185	870.61
27/08/2015	400	400	405	400	5600100	20	122442	152100	13990	870.61
28/08/2015	400	400	405	400	220798195	112	35385	176730	551987	870.61
31/08/2015	400	400	400	400	102312000	23	113171	523840	255780	870.61
01/09/2015	400	395	400	395	1349133950	31	31712	543433	3415315	859.73
02/09/2015	395	395	400	390	13582340	42	136520	990256	34414	859.73
03/09/2015	395	395	400	395	20394890	19	159520	1106320	51612	859.73
04/09/2015	395	400	400	390	66318820	42	126475	923104	166515	870.61
07/09/2015	400	390	395	390	33649730	26	104970	878370	86279	848.85
08/09/2015	390	390	395	390	131759050	31	118810	788430	337840	848.85
09/09/2015	390	390	390	390	753420720	25	27412	470560	1931848	848.85
10/09/2015	390	390	390	390	41169180	25	37300	500860	105562	848.85
11/09/2015	390	385	390	385	11026900	11	25160	696640	28580	837.96
14/09/2015	385	385	390	385	11723685	47	17615	535380	30287	837.96
15/09/2015	385	385	390	385	9435305	27	11992	517350	24393	837.96
16/09/2015	385	380	385	380	116657645	29	3395	578945	306910	827.08
17/09/2015	380	380	380	380	211091900	16	2000	569432	555505	827.08
18/09/2015	380	380	380	380	5432860	11	25420	583475	14297	827.08
21/09/2015	380	380	380	370	38074300	25	119023	808751	100845	827.08
22 seep 15	380	380	380	370	391732825	40	137459	673358	1036635	827.08
23/09/2015	380	375	375	375	19286250	9	163599	1665463	51430	816.2
25/09/2015	375	370	375	370	37160175	25	153587	1719483	100095	805.32
28/09/2015	370	370	375	365	1615435225	39	128081	0	4366073	805.32
29/09/2015	370	365	370	365	44375730	50	35229	99500	121502	953.32
30/09/2015	365	365	370	350	38091250	73	461352	106580	104354	953.32
01/10/2015	365	370	370	365	697515880	32	614243	10765	1885955	966.38
02/10/2015	370	370	370	370	162610560	17	678012	27820	439488	966.38
05/09/2015	370	370	370	370	9590400	9	682382	33300	25920	966.38
06/10/2015	370	370	370	370	9163050	23	687737	424760	24765	966.38
07/10/2015	370	370	370	365	1902208230	51	162403	64560	5144189	966.38
08/10/2015	370	370	370	370	3471813230	48	4407	24560	9383279	966.38
09/10/2015	370	370	370	370	3451730	11	107685	11466	9329	966.38
12/10/2015	370	370	370	370	2091714340	18	491687	70790	5653282	966.38
13/10/2015	370	370	370	370	440756210	31	488625	18229	1191233	966.38
15/10/2015	370	370	370	370	18131480	6	466303	25665	49004	966.38
16/10/2015	370	370	375	370	940189350	37	84121	25260	2540501	966.38
19/10/2015	370	370	370	365	74291120	56	138724	91618	200946	966.38
20/10/2015	370	370	375	365	51780820	26	141540	7440	139986	966.38
21/10/2015	370	375	375	370	25685125	17	336691	7445	68497	979.44
22/10/2015	375	375	380	375	11841025	11	299313	36540	31555	979.44
23/10/2015	375	375	375	375	31066875	15	702168	5	82845	979.44
26/10/2015	375	380	380	370	11227660	26	775405	20962	29547	992.5
27/10/2015	380	385	385	380	25000760	8	726279	24960	65002	1005.56
28/10/2015	385	385	385	385	34694660	20	568456	24960	90116	1005.56
29/10/2015	385	385	385	385	15160530	21	551732	43180	39378	1005.56
30/10/2015	385	385	390	385	17530200	13	485316	27810	45430	1005.56
02/11/2015	385	395	405	390	54247900	35	589895	48190	137890	1031.68
03/11/2015	395	405	405	400	53413870	20	1439834	61211	132059	1057.79
04/11/2015	405	405	410	405	110198080	26	623661	41210	270751	1057.79
06/11/2015	405	410	410	410	122710950	12	343557	28190	299295	1070.85
09/11/2015	410	420	420	410	90159450	11	357437	29690	214780	1096.97
10/11/2015	420	415	420	410	56965850	16	161432	0	137120	1083.91
11/11/2015	415	420	420	420	828250500	8	178743	2500	1972025	1096.97
12/11/2015	420	420	420	415	1078125465	60	157841	119658	2567261	1096.97
13/11/2015	420	410	420	410	32429325	40	51061	330735	78835	1070.85
16/11/2015	410	415	420	415	10136000	23	90562	277535	24420	1083.91
17/11/2015	415	410	415	410	15499930	24	26222	372060	37782	1070.85
18/11/2015	410	415	415	405	819134045	49	1212	413350	1976043	1083.91
19/11/2015	415	415	415	400	80093375	48	320	381185	193317	1083.91
20/11/2015	415	410	410	410	14975250	41	3120	363515	36525	1070.85
23/11/2015	410	410	410	400	2645850	14	3380	270620	6468	1070.85
24/11/2015	410	405	410	400	24313750	22	15587	87570	60075	1057.79
25/11/2015	405	400	400	400	13668000	22	20294	355970	34170	1044.74
26/11/2015	400	390	400	390	34026500	47	14420	293817	87135	1018.62
27/11/2015	390	395	400	390	70062080	24	11750	189720	176917	1031.68
30/11/2015	395	400	400	395	19581925	18	26106	308943	49252	1044.74
01/11/2015	400	395	400	395	80163940	35	27393	285244	202189	1031.68
02/12/2015	395	395	400	390	64754825	64	13891	461210	163994	1031.68
03/12/2015	395	400	400	395	185824750	44	22431	92672	466275	1044.74
04/12/2015	400	400	400	400	18678000	21	81761	131335	46695	1044.74
07/12/2015	400	400	400	400	1086413600	42	161441	2081	2716034	1044.74
08/12/2015	400	400	400	400	1762541600	20	662471	4	4406354	1044.74
10/12/2015	400	405	405	400	505546750	18	587560	80285	1249560	1057.79
11/12/2015	405	405	405	400	362476420	35	22690	9	898606	1057.79
14/12/2015	405	405	405	400	5170405	10	115974	130590	12779	1057.79
15/12/2015	405	400	405	400	47563725	32	0	0	117835	1044.74
16/12/2015	400	400	405	400	34037325	24	351688	191007	84895	1044.74
17/12/2015	400	400	405	400	67947215	17	229020	125622	169423	1044.74
18/12/2015	400	405	405	405	43013430	27	530010	77222	106206	1057.79
21/12/2015	405	400	405	400	31942400	17	502888	97282	79620	1044.74
22/12/2015	400	400	405	400	117332460	21	720510	72922	293292	1044.74
23/12/2015	400	400	405	400	13180500	11	699370	51082	32930	1044.74
28/12/2015	400	400	400	400	42592000	33	67514	0	106480	1044.74
29/12/2015	400	400	405	400	56664050	29	236245	74447	141658	1044.74
30/12/2015	400	405	405	405	855313830	29	531440	74445	2111886	1057.79
31/12/2015	405	405	405	400	35120825	14	452310	74445	87245	1057.79
05/01/2016	400	400	405	400	7208600	9	623736	228157	18012	1044.74
06/01/2016	400	405	405	400	1203940060	62	798766	179561	2973942	1057.79
07/01/2016	405	405	405	400	21566275	33	547780	179568	53491	1057.79
08/01/2016	405	405	405	400	48012900	21	345540	174566	118962	1057.79
11/01/2016	405	400	405	400	864249635	66	1651264	58220	2160439	1044.74
13/01/2016	400	400	405	400	334432750	19	1418459	85265	835890	1044.74
14/01/2016	400	400	405	400	609323950	31	2175177	93770	1523238	1044.74
15/01/2016	400	400	405	400	3272790350	42	290543	74447	8179995	1044.74
18/01/2016	400	400	405	400	9187675	25	100470	349045	22890	1044.74
19/01/2016	400	400	405	400	2200193915	41	0	519005	5500445	1044.74
20/01/2016	400	400	400	400	9848000	34	8	475975	24620	1044.74
21/01/2016	400	395	400	395	636241350	30	0	1565635	1610605	1031.68
22/01/2016	395	395	400	395	280803350	17	27670	866987	710573	1031.68
25/01/2016	395	395	400	395	17498750	32	1810	751167	44270	1031.68
26/01/2016	395	395	395	395	10250250	14	1817	605422	25950	1031.68
27/01/2016	395	395	400	395	70982725	33	2001818	259055	179051	1031.68
28/01/2016	395	395	400	395	43299475	15	2004323	248125	109335	1031.68
29/01/2016	395	395	395	395	17893500	13	2057703	107195	45300	1031.68
02/02/2016	395	400	405	395	578378955	74	130255	240979	1446529	1044.74
04/02/2016	400	395	400	395	22832495	28	176162	677759	57762	1031.68
05/02/2016	395	400	400	395	2352816350	54	176122	390511	5882059	1044.74
08/02/2016	400	400	405	395	92199920	18	348343	162510	230488	1044.74
09/02/2016	400	400	400	395	227626250	69	584298	99440	571136	1044.74
10/02/2016	400	400	405	395	4597281250	52	86839	155440	11493310	1044.74
11/02/2016	400	400	405	400	169388400	20	86839	275249	422236	1044.74
12/02/2016	400	400	400	395	88371500	34	12	260840	221135	1044.74
15/02/2016	400	400	400	395	85797875	20	2114	258480	214602	1044.74
16/02/2016	400	395	400	395	22972125	17	509	452390	58132	1031.68
17/02/2016	395	395	400	395	89128480	23	575600	463910	225634	1031.68
18/02/2016	395	400	400	395	4444200	13	590349	559674	11173	1044.74
19/02/2016	400	395	400	395	60259420	25	449513	248770	152518	1031.68
22/02/2016	395	400	400	395	25072450	16	3040	104873	62820	1044.74
23/02/2016	400	400	400	395	1104023685	26	484560	180355	2760309	1044.74
24/02/2016	400	395	400	395	8847300	7	479550	268425	22310	1031.68
25/02/2016	395	400	400	400	1360332800	7	480050	276118	3400832	1044.74
26/02/2016	400	400	400	395	1896250	7	10798	266095	4751	1044.74
29/02/2016	400	395	400	395	8298500	15	520008	81555	21000	1031.68
01/03/2016	395	400	400	395	551047075	44	86695	47783	1384315	1044.74
02/03/2016	400	400	400	395	1021965740	19	300008	308775	2555998	1044.74
03/03/2016	400	400	400	395	7206650	18	386002	3315	18121	1044.74
04/03/2016	400	395	400	395	203701225	65	117160	216475	513272	1031.68
07/03/2016	395	395	400	395	15642575	25	107355	718520	39560	1031.68
08/03/2016	395	395	400	395	24287300	16	48499	714890	61465	1031.68
09/03/2016	395	400	400	395	382023925	30	40820	92077	955189	1044.74
10/03/2016	400	395	400	395	19255875	15	33995	147587	48475	1031.68
11/03/2016	395	395	400	395	7792625	13	76261	68282	19640	1031.68
14/03/2016	395	395	400	395	37282900	26	0	62980	94197	1031.68
15/03/2016	395	395	400	395	3101840	8	50003	390170	7822	1031.68
16/03/2016	395	395	395	390	11665140	19	100240	387470	29552	1031.68
17/03/2016	395	390	395	390	7561150	9	32240	417880	19370	1018.62
18/03/2016	390	390	395	390	17511585	16	5040	87035	44703	1018.62
21/03/2016	390	390	400	390	16681265	30	38851	113910	42626	1018.62
22/03/2016	390	390	395	390	15194795	13	50030	162545	38961	1018.62
23/03/2016	390	390	390	390	865800	9	51890	532685	2220	1018.62
24/03/2016	390	390	390	390	26296530	20	51890	546928	67427	1018.62
29/03/2016	390	390	390	390	374400	7	500	469985	960	1018.62
30/03/2016	390	390	390	390	5137470	18	163872	541745	13173	1018.62
31/03/2016	390	390	390	385	99024430	18	85020	354713	255212	1018.62
01/04/2016	390	390	395	385	13226395	22	1	581710	33945	1018.62
04/04/2016	390	385	390	380	66168670	44	35754	595888	171953	1005.56
05/04/2016	385	385	390	380	10235115	18	30621	552458	26626	1005.56
06/04/2016	385	385	385	380	3107650	11	30221	262200	8090	1005.56
08/04/2016	385	380	380	380	7223800	12	1008	327850	19010	992.5
11/04/2016	380	380	380	380	21310400	22	11000	420230	56080	992.5
12/04/2016	380	375	385	375	42804585	23	11000	342097	113771	979.44
13/04/2016	375	375	380	375	12791075	24	10169	322110	34007	979.44
14/04/2016	375	375	375	375	32767875	17	620	487374	87381	979.44
19/04/2016	375	375	380	375	63618300	30	20598	397010	169634	979.44
20/04/2016	375	375	380	375	5656250	4	6778	439340	15080	979.44
21/04/2016	375	375	380	370	189420160	42	234060	449705	505115	979.44
22/04/2016	375	375	380	375	264126925	18	397360	374025	704331	979.44
25/04/2016	375	380	380	375	163752755	30	452821	42525	431887	992.5
27/04/2016	380	385	385	385	33125400	14	422200	176834	86040	1005.56
28/04/2016	385	385	390	380	89285840	18	759450	134080	233214	1005.56
29/04/2016	385	390	390	385	2000800	10	607181	189830	5150	1018.62
02/05/2016	390	380	385	375	85731365	52	3	317040	225438	992.5
03/05/2016	380	385	385	380	174477060	32	47492	32380	454577	1005.56
04/05/2016	385	385	390	380	26159310	21	21030	26023	68342	1005.56
05/05/2016	385	375	380	375	53262015	22	126230	59610	141933	979.44
06/05/2016	375	380	380	375	24339925	16	101560	0	64395	992.5
09/05/2016	380	380	380	380	11719200	5	411025	25350	30840	992.5
10/05/2016	380	380	380	380	29886240	32	79635	25350	78648	992.5
11/05/2016	380	380	400	380	466695800	14	29115	77530	1227525	992.5
12/05/2016	380	385	390	380	8036450	13	30150	92530	20925	1005.56
13/05/2016	385	385	385	385	18861920	13	576260	52807	48992	1005.56
16/05/2016	385	385	400	385	49667645	9	496926	32430	128727	1005.56
17/05/2016	385	380	395	380	914777250	34	51	32430	2406395	992.5
18/05/2016	380	380	385	380	2759580	12	50	323358	7226	992.5
19/05/2016	380	380	380	375	5755320	13	25740	349535	15210	992.5
20/05/2016	380	375	380	375	16881700	18	14604	294544	44792	979.44
23/05/2016	375	380	385	375	13987220	27	4	32490	36852	992.5
